review_id,product,review,sentiment,sentiment_label,rating
954,Watch,"This product is absolutely amazing, love it!",positive,1,4
955,Earbuds,"Product is okay, nothing special.",neutral,0,3
956,Phone,"Very bad quality, not worth the price.",negative,-1,1
957,Laptop,"It is alright, neither good nor bad.",neutral,0,3
958,Watch,"Not satisfied at all, very poor performance.",negative,-1,1
959,Tablet,"Works fine, but nothing extraordinary.",neutral,0,3
960,Phone,"Outstanding performance, will buy again.",positive,1,5
961,Tablet,Really impressed with the build quality.,positive,1,5
962,Watch,"Great value for money, highly recommend.",positive,1,4
963,Tablet,"Fantastic product, delivery was fast too.",positive,1,5
964,Phone,"Excellent quality, very happy with my purchase.",positive,1,4
965,Watch,"Waste of money, poor quality.",negative,-1,2
966,Laptop,"Outstanding performance, will buy again.",positive,1,5
967,Phone,"Defective product, customer service unhelpful.",negative,-1,2
968,Earbuds,"Excellent quality, very happy with my purchase.",positive,1,5
969,Phone,Superb quality and great customer service.,positive,1,4
970,Watch,"Best purchase I made this year, very satisfied.",positive,1,5
971,Phone,"Works perfectly, exceeded my expectations.",positive,1,4
972,Laptop,"Works perfectly, exceeded my expectations.",positive,1,5
973,Laptop,"This product is absolutely amazing, love it!",positive,1,4
974,Earbuds,"Completely useless, returned immediately.",negative,-1,2
975,Tablet,"Outstanding performance, will buy again.",positive,1,5
976,Watch,"Horrible experience, never buying again.",negative,-1,1
977,Watch,"Great value for money, highly recommend.",positive,1,5
978,Tablet,"Completely useless, returned immediately.",negative,-1,1
979,Laptop,Product stopped working after a few days.,negative,-1,1
980,Laptop,"Decent product, meets basic expectations.",neutral,0,2
981,Phone,"Fantastic product, delivery was fast too.",positive,1,5
982,Earbuds,"Works fine, but nothing extraordinary.",neutral,0,3
983,Earbuds,"Outstanding performance, will buy again.",positive,1,5
984,Earbuds,"Excellent quality, very happy with my purchase.",positive,1,5
985,Phone,"Outstanding performance, will buy again.",positive,1,5
986,Earbuds,"Outstanding performance, will buy again.",positive,1,4
987,Tablet,"Defective product, customer service unhelpful.",negative,-1,1
988,Phone,"Outstanding performance, will buy again.",positive,1,4
989,Tablet,"Outstanding performance, will buy again.",positive,1,5
990,Phone,"Works fine, but nothing extraordinary.",neutral,0,4
991,Earbuds,"Outstanding performance, will buy again.",positive,1,5
992,Tablet,"It is alright, neither good nor bad.",neutral,0,3
993,Tablet,"This product is absolutely amazing, love it!",positive,1,5
994,Tablet,Product stopped working after a few days.,negative,-1,2
995,Phone,"Normal product, average performance.",neutral,0,4
996,Watch,"Great value for money, highly recommend.",positive,1,4
997,Earbuds,"Average quality, does the job.",neutral,0,4
998,Tablet,Really impressed with the build quality.,positive,1,5
999,Watch,"Very bad quality, not worth the price.",negative,-1,1
1000,Earbuds,"Wonderful experience, product is top notch.",positive,1,5
1001,Earbuds,Neither impressed nor disappointed.,neutral,0,2
1002,Tablet,Superb quality and great customer service.,positive,1,5
1003,Tablet,"This product is absolutely amazing, love it!",positive,1,5
1004,Phone,"Product is okay, nothing special.",neutral,0,3
1005,Watch,"Product is acceptable, works as expected.",neutral,0,2
1006,Watch,Superb quality and great customer service.,positive,1,5
1007,Tablet,"Best purchase I made this year, very satisfied.",positive,1,4
1008,Earbuds,"Very bad quality, not worth the price.",negative,-1,1
1009,Tablet,"Terrible product, broke after one week.",negative,-1,2
1010,Earbuds,Superb quality and great customer service.,positive,1,5
1011,Earbuds,"Works fine, but nothing extraordinary.",neutral,0,3
1012,Tablet,"Terrible product, broke after one week.",negative,-1,1
1013,Laptop,Superb quality and great customer service.,positive,1,5
1014,Watch,Really impressed with the build quality.,positive,1,4
1015,Earbuds,"Terrible product, broke after one week.",negative,-1,1
1016,Earbuds,Superb quality and great customer service.,positive,1,5
1017,Laptop,"This product is absolutely amazing, love it!",positive,1,4
1018,Phone,"Works fine, but nothing extraordinary.",neutral,0,4
1019,Laptop,"Great value for money, highly recommend.",positive,1,5
1020,Laptop,"Works perfectly, exceeded my expectations.",positive,1,5
1021,Earbuds,"Waste of money, poor quality.",negative,-1,2
1022,Watch,"Outstanding performance, will buy again.",positive,1,5
1023,Laptop,"Very bad quality, not worth the price.",negative,-1,1
1024,Phone,"Defective product, customer service unhelpful.",negative,-1,1
1025,Tablet,"This product is absolutely amazing, love it!",positive,1,5
1026,Laptop,Superb quality and great customer service.,positive,1,4
1027,Laptop,"Very disappointed, does not work as advertised.",negative,-1,2
1028,Phone,"Waste of money, poor quality.",negative,-1,1
1029,Watch,"Great value for money, highly recommend.",positive,1,5
1030,Laptop,"Not satisfied at all, very poor performance.",negative,-1,1
1031,Laptop,"Normal product, average performance.",neutral,0,4
1032,Watch,"Excellent quality, very happy with my purchase.",positive,1,4
1033,Phone,"Great value for money, highly recommend.",positive,1,5
1034,Laptop,Superb quality and great customer service.,positive,1,5
1035,Watch,"Outstanding performance, will buy again.",positive,1,5
1036,Laptop,"Average quality, does the job.",neutral,0,4
1037,Tablet,"This product is absolutely amazing, love it!",positive,1,5
1038,Earbuds,"Normal product, average performance.",neutral,0,3
1039,Tablet,Superb quality and great customer service.,positive,1,5
1040,Laptop,"Wonderful experience, product is top notch.",positive,1,5
1041,Phone,"Very bad quality, not worth the price.",negative,-1,2
1042,Earbuds,"Great value for money, highly recommend.",positive,1,5
1043,Tablet,"Works perfectly, exceeded my expectations.",positive,1,5
1044,Watch,"Okay for the price, not bad.",neutral,0,2
1045,Phone,"Product is acceptable, works as expected.",neutral,0,4
1046,Tablet,"Normal product, average performance.",neutral,0,2
1047,Watch,Neither impressed nor disappointed.,neutral,0,2
1048,Laptop,Product stopped working after a few days.,negative,-1,2
1049,Watch,Product stopped working after a few days.,negative,-1,1
1050,Tablet,"Okay for the price, not bad.",neutral,0,4
1051,Tablet,"Completely useless, returned immediately.",negative,-1,1
1052,Laptop,"Very bad quality, not worth the price.",negative,-1,2
1053,Watch,"Not satisfied at all, very poor performance.",negative,-1,2
1054,Watch,"Average quality, does the job.",neutral,0,4
1055,Laptop,"Outstanding performance, will buy again.",positive,1,5
1056,Watch,"Very disappointed, does not work as advertised.",negative,-1,1
1057,Laptop,"Works perfectly, exceeded my expectations.",positive,1,5
1058,Phone,"Fantastic product, delivery was fast too.",positive,1,4
1059,Tablet,"Terrible product, broke after one week.",negative,-1,1
1060,Phone,"Very bad quality, not worth the price.",negative,-1,1
1061,Earbuds,"Completely useless, returned immediately.",negative,-1,1
1062,Earbuds,"Not satisfied at all, very poor performance.",negative,-1,1
1063,Earbuds,"Worst purchase ever, avoid this product.",negative,-1,1
1064,Laptop,Superb quality and great customer service.,positive,1,5
1065,Watch,"Outstanding performance, will buy again.",positive,1,4
1066,Phone,"It is alright, neither good nor bad.",neutral,0,2
1067,Phone,"Wonderful experience, product is top notch.",positive,1,5
1068,Phone,"Not satisfied at all, very poor performance.",negative,-1,2
1069,Phone,"Completely useless, returned immediately.",negative,-1,1
1070,Earbuds,"Very disappointed, does not work as advertised.",negative,-1,2
1071,Phone,Really impressed with the build quality.,positive,1,5
1072,Watch,"Very bad quality, not worth the price.",negative,-1,1
1073,Earbuds,"Product is acceptable, works as expected.",neutral,0,2
1074,Phone,"This product is absolutely amazing, love it!",positive,1,5
1075,Laptop,Really impressed with the build quality.,positive,1,5
1076,Tablet,Neither impressed nor disappointed.,neutral,0,2
1077,Tablet,"Waste of money, poor quality.",negative,-1,2
1078,Tablet,"Satisfactory product, as described.",neutral,0,2
1079,Earbuds,"Works fine, but nothing extraordinary.",neutral,0,3
1080,Phone,"Great value for money, highly recommend.",positive,1,4
1081,Earbuds,"Worst purchase ever, avoid this product.",negative,-1,1
1082,Watch,"Wonderful experience, product is top notch.",positive,1,5
1083,Laptop,"Outstanding performance, will buy again.",positive,1,5
1084,Laptop,"Best purchase I made this year, very satisfied.",positive,1,4
1085,Tablet,"Fantastic product, delivery was fast too.",positive,1,5
1086,Tablet,Really impressed with the build quality.,positive,1,5
1087,Tablet,"This product is absolutely amazing, love it!",positive,1,5
1088,Phone,"Horrible experience, never buying again.",negative,-1,1
1089,Watch,"Waste of money, poor quality.",negative,-1,1
1090,Watch,"Wonderful experience, product is top notch.",positive,1,5
1091,Watch,"Horrible experience, never buying again.",negative,-1,2
1092,Watch,Superb quality and great customer service.,positive,1,4
1093,Tablet,"Very disappointed, does not work as advertised.",negative,-1,1
1094,Laptop,"Waste of money, poor quality.",negative,-1,1
1095,Tablet,"Works perfectly, exceeded my expectations.",positive,1,5
1096,Watch,"Wonderful experience, product is top notch.",positive,1,5
1097,Tablet,"Horrible experience, never buying again.",negative,-1,1
1098,Watch,"Horrible experience, never buying again.",negative,-1,1
1099,Earbuds,"This product is absolutely amazing, love it!",positive,1,5
1100,Laptop,"Excellent quality, very happy with my purchase.",positive,1,5
1101,Earbuds,"This product is absolutely amazing, love it!",positive,1,5
1102,Phone,"Not satisfied at all, very poor performance.",negative,-1,1
1103,Tablet,"Product is okay, nothing special.",neutral,0,3
1104,Phone,"Great value for money, highly recommend.",positive,1,5
1105,Tablet,"Fantastic product, delivery was fast too.",positive,1,5
1106,Earbuds,"Normal product, average performance.",neutral,0,4
1107,Watch,Product stopped working after a few days.,negative,-1,1
1108,Watch,"Wonderful experience, product is top notch.",positive,1,5
1109,Tablet,"This product is absolutely amazing, love it!",positive,1,5
1110,Watch,"Very bad quality, not worth the price.",negative,-1,2
1111,Earbuds,"This product is absolutely amazing, love it!",positive,1,5
1112,Watch,"Decent product, meets basic expectations.",neutral,0,3
1113,Earbuds,"Product is acceptable, works as expected.",neutral,0,2
1114,Phone,"Product is acceptable, works as expected.",neutral,0,2
1115,Earbuds,"Works fine, but nothing extraordinary.",neutral,0,2
1116,Laptop,"Outstanding performance, will buy again.",positive,1,4
1117,Laptop,"Outstanding performance, will buy again.",positive,1,5
1118,Laptop,"Defective product, customer service unhelpful.",negative,-1,1
1119,Tablet,"Best purchase I made this year, very satisfied.",positive,1,5
1120,Tablet,"Decent product, meets basic expectations.",neutral,0,4
1121,Tablet,Really impressed with the build quality.,positive,1,4
1122,Earbuds,Really impressed with the build quality.,positive,1,5
1123,Tablet,Really impressed with the build quality.,positive,1,5
1124,Phone,"Worst purchase ever, avoid this product.",negative,-1,1
1125,Laptop,"Outstanding performance, will buy again.",positive,1,4
1126,Earbuds,"Wonderful experience, product is top notch.",positive,1,5
1127,Laptop,"Best purchase I made this year, very satisfied.",positive,1,5
1128,Tablet,Superb quality and great customer service.,positive,1,5
1129,Earbuds,"Satisfactory product, as described.",neutral,0,3
1130,Watch,Really impressed with the build quality.,positive,1,5
1131,Phone,"Not satisfied at all, very poor performance.",negative,-1,1
1132,Tablet,Superb quality and great customer service.,positive,1,5
1133,Tablet,"Excellent quality, very happy with my purchase.",positive,1,5
1134,Phone,Neither impressed nor disappointed.,neutral,0,3
1135,Phone,"Excellent quality, very happy with my purchase.",positive,1,5
1136,Watch,"Best purchase I made this year, very satisfied.",positive,1,5
1137,Tablet,"Excellent quality, very happy with my purchase.",positive,1,5
1138,Tablet,"Horrible experience, never buying again.",negative,-1,1
1139,Laptop,"Best purchase I made this year, very satisfied.",positive,1,5
1140,Earbuds,"Wonderful experience, product is top notch.",positive,1,5
1141,Earbuds,Really impressed with the build quality.,positive,1,5
1142,Laptop,"Outstanding performance, will buy again.",positive,1,5
1143,Earbuds,"Works perfectly, exceeded my expectations.",positive,1,4
1144,Phone,Product stopped working after a few days.,negative,-1,1
1145,Earbuds,"Waste of money, poor quality.",negative,-1,2
1146,Earbuds,"Outstanding performance, will buy again.",positive,1,5
1147,Laptop,"Not satisfied at all, very poor performance.",negative,-1,1
1148,Watch,"This product is absolutely amazing, love it!",positive,1,5
1149,Earbuds,"Great value for money, highly recommend.",positive,1,4
1150,Earbuds,Really impressed with the build quality.,positive,1,4
1151,Watch,"Normal product, average performance.",neutral,0,4
1152,Laptop,"Worst purchase ever, avoid this product.",negative,-1,2
1153,Watch,"Excellent quality, very happy with my purchase.",positive,1,4
1154,Laptop,Really impressed with the build quality.,positive,1,5
1155,Phone,"Terrible product, broke after one week.",negative,-1,1
1156,Laptop,"Very bad quality, not worth the price.",negative,-1,1
1157,Phone,"Excellent quality, very happy with my purchase.",positive,1,5
1158,Phone,"Outstanding performance, will buy again.",positive,1,4
1159,Laptop,"Fantastic product, delivery was fast too.",positive,1,4
1160,Tablet,"Average quality, does the job.",neutral,0,4
1161,Laptop,"Works perfectly, exceeded my expectations.",positive,1,5
1162,Earbuds,"Very bad quality, not worth the price.",negative,-1,2
1163,Earbuds,Superb quality and great customer service.,positive,1,5
1164,Tablet,"Wonderful experience, product is top notch.",positive,1,5
1165,Phone,"Decent product, meets basic expectations.",neutral,0,3
1166,Tablet,"Completely useless, returned immediately.",negative,-1,1
1167,Earbuds,"Product is acceptable, works as expected.",neutral,0,4
1168,Tablet,"Great value for money, highly recommend.",positive,1,5
1169,Laptop,"Worst purchase ever, avoid this product.",negative,-1,2
1170,Tablet,"Fantastic product, delivery was fast too.",positive,1,5
1171,Phone,Really impressed with the build quality.,positive,1,5
1172,Laptop,"Defective product, customer service unhelpful.",negative,-1,1
1173,Watch,"Very disappointed, does not work as advertised.",negative,-1,2
1174,Earbuds,"Works perfectly, exceeded my expectations.",positive,1,5
1175,Earbuds,"Product is okay, nothing special.",neutral,0,2
1176,Tablet,"Works perfectly, exceeded my expectations.",positive,1,5
1177,Laptop,"Great value for money, highly recommend.",positive,1,5
1178,Watch,"Excellent quality, very happy with my purchase.",positive,1,5
1179,Laptop,"Outstanding performance, will buy again.",positive,1,5
1180,Earbuds,"Okay for the price, not bad.",neutral,0,3
1181,Laptop,Superb quality and great customer service.,positive,1,5
1182,Watch,Really impressed with the build quality.,positive,1,5
1183,Tablet,Product stopped working after a few days.,negative,-1,1
1184,Phone,Really impressed with the build quality.,positive,1,4
1185,Laptop,Superb quality and great customer service.,positive,1,5
1186,Phone,"Horrible experience, never buying again.",negative,-1,1
1187,Earbuds,"Very disappointed, does not work as advertised.",negative,-1,1
1188,Tablet,"Works perfectly, exceeded my expectations.",positive,1,4
1189,Tablet,"Excellent quality, very happy with my purchase.",positive,1,4
1190,Laptop,"Fantastic product, delivery was fast too.",positive,1,4
1191,Tablet,"This product is absolutely amazing, love it!",positive,1,5
1192,Laptop,Superb quality and great customer service.,positive,1,5
1193,Laptop,"Works fine, but nothing extraordinary.",neutral,0,3
1194,Phone,"Fantastic product, delivery was fast too.",positive,1,5
1195,Tablet,"Decent product, meets basic expectations.",neutral,0,2
1196,Laptop,"Normal product, average performance.",neutral,0,3
1197,Phone,"Normal product, average performance.",neutral,0,4
1198,Watch,"Excellent quality, very happy with my purchase.",positive,1,4
1199,Phone,"Fantastic product, delivery was fast too.",positive,1,4
1200,Phone,"Normal product, average performance.",neutral,0,2
1201,Laptop,"Outstanding performance, will buy again.",positive,1,4
1202,Earbuds,"Terrible product, broke after one week.",negative,-1,2
1203,Earbuds,"Great value for money, highly recommend.",positive,1,5
1204,Earbuds,"Works fine, but nothing extraordinary.",neutral,0,4
1205,Phone,Neither impressed nor disappointed.,neutral,0,3
1206,Laptop,"Average quality, does the job.",neutral,0,4
1207,Tablet,Really impressed with the build quality.,positive,1,4
1208,Phone,Really impressed with the build quality.,positive,1,4
1209,Phone,"Excellent quality, very happy with my purchase.",positive,1,5
1210,Laptop,"Product is acceptable, works as expected.",neutral,0,4
1211,Watch,Superb quality and great customer service.,positive,1,5
1212,Phone,"This product is absolutely amazing, love it!",positive,1,5
1213,Watch,"Great value for money, highly recommend.",positive,1,5
1214,Watch,"Decent product, meets basic expectations.",neutral,0,3
1215,Earbuds,"Wonderful experience, product is top notch.",positive,1,5
1216,Laptop,"Completely useless, returned immediately.",negative,-1,1
1217,Watch,"Very bad quality, not worth the price.",negative,-1,2
1218,Laptop,"Waste of money, poor quality.",negative,-1,1
1219,Earbuds,"Excellent quality, very happy with my purchase.",positive,1,4
1220,Laptop,Superb quality and great customer service.,positive,1,4
1221,Phone,"Best purchase I made this year, very satisfied.",positive,1,4
1222,Watch,"Great value for money, highly recommend.",positive,1,5
1223,Laptop,Superb quality and great customer service.,positive,1,4
1224,Tablet,"Works perfectly, exceeded my expectations.",positive,1,5
1225,Laptop,"Not satisfied at all, very poor performance.",negative,-1,2
1226,Watch,"Outstanding performance, will buy again.",positive,1,4
1227,Earbuds,"Outstanding performance, will buy again.",positive,1,5
1228,Earbuds,"Great value for money, highly recommend.",positive,1,5
1229,Watch,"Product is okay, nothing special.",neutral,0,2
1230,Phone,"Waste of money, poor quality.",negative,-1,2
1231,Phone,"Excellent quality, very happy with my purchase.",positive,1,5
1232,Earbuds,"Very bad quality, not worth the price.",negative,-1,1
1233,Earbuds,"Completely useless, returned immediately.",negative,-1,1
1234,Watch,"Excellent quality, very happy with my purchase.",positive,1,5
1235,Phone,"Fantastic product, delivery was fast too.",positive,1,5
1236,Earbuds,"Outstanding performance, will buy again.",positive,1,5
1237,Phone,"Waste of money, poor quality.",negative,-1,2
1238,Earbuds,"Great value for money, highly recommend.",positive,1,4
1239,Laptop,Superb quality and great customer service.,positive,1,5
1240,Tablet,"Defective product, customer service unhelpful.",negative,-1,1
1241,Laptop,"Satisfactory product, as described.",neutral,0,4
1242,Earbuds,"Decent product, meets basic expectations.",neutral,0,4
1243,Tablet,"Decent product, meets basic expectations.",neutral,0,3
1244,Tablet,"Not satisfied at all, very poor performance.",negative,-1,2
1245,Earbuds,"Normal product, average performance.",neutral,0,2
1246,Earbuds,"Not satisfied at all, very poor performance.",negative,-1,1
1247,Phone,"Best purchase I made this year, very satisfied.",positive,1,5
1248,Earbuds,"Waste of money, poor quality.",negative,-1,1
1249,Watch,"Okay for the price, not bad.",neutral,0,2
1250,Earbuds,"Horrible experience, never buying again.",negative,-1,1
1251,Watch,Really impressed with the build quality.,positive,1,4
1252,Earbuds,Superb quality and great customer service.,positive,1,5
1253,Phone,"Outstanding performance, will buy again.",positive,1,4
1254,Watch,Really impressed with the build quality.,positive,1,5
1255,Laptop,"Great value for money, highly recommend.",positive,1,5
1256,Watch,"Average quality, does the job.",neutral,0,2
1257,Phone,"Very bad quality, not worth the price.",negative,-1,1
1258,Watch,"Normal product, average performance.",neutral,0,2
1259,Earbuds,"Terrible product, broke after one week.",negative,-1,1
1260,Earbuds,"Works perfectly, exceeded my expectations.",positive,1,5
1261,Phone,"Excellent quality, very happy with my purchase.",positive,1,4
1262,Tablet,Product stopped working after a few days.,negative,-1,1
1263,Earbuds,"Great value for money, highly recommend.",positive,1,5
1264,Laptop,"This product is absolutely amazing, love it!",positive,1,4
1265,Phone,"Not satisfied at all, very poor performance.",negative,-1,1
1266,Watch,"It is alright, neither good nor bad.",neutral,0,4
1267,Watch,"Average quality, does the job.",neutral,0,2
1268,Laptop,"Product is okay, nothing special.",neutral,0,2
1269,Earbuds,"Best purchase I made this year, very satisfied.",positive,1,5
1270,Phone,"Fantastic product, delivery was fast too.",positive,1,4
1271,Laptop,Really impressed with the build quality.,positive,1,4
1272,Earbuds,"Great value for money, highly recommend.",positive,1,5
1273,Phone,Superb quality and great customer service.,positive,1,5
1274,Watch,"Satisfactory product, as described.",neutral,0,3
1275,Phone,"Waste of money, poor quality.",negative,-1,1
1276,Tablet,"Best purchase I made this year, very satisfied.",positive,1,5
1277,Phone,"Great value for money, highly recommend.",positive,1,5
1278,Tablet,"Works perfectly, exceeded my expectations.",positive,1,5
1279,Phone,"Very disappointed, does not work as advertised.",negative,-1,1
1280,Tablet,"Best purchase I made this year, very satisfied.",positive,1,4
1281,Watch,"Okay for the price, not bad.",neutral,0,4
1282,Earbuds,"Very bad quality, not worth the price.",negative,-1,1
1283,Tablet,"Average quality, does the job.",neutral,0,4
1284,Tablet,"Fantastic product, delivery was fast too.",positive,1,4
1285,Watch,Superb quality and great customer service.,positive,1,5
1286,Tablet,"Wonderful experience, product is top notch.",positive,1,4
1287,Laptop,"Product is okay, nothing special.",neutral,0,3
1288,Watch,"Waste of money, poor quality.",negative,-1,1
1289,Laptop,"Great value for money, highly recommend.",positive,1,5
1290,Watch,"Fantastic product, delivery was fast too.",positive,1,5
1291,Tablet,"Product is okay, nothing special.",neutral,0,2
1292,Laptop,"Great value for money, highly recommend.",positive,1,4
1293,Tablet,"Wonderful experience, product is top notch.",positive,1,5
1294,Watch,"Outstanding performance, will buy again.",positive,1,5
1295,Tablet,"Defective product, customer service unhelpful.",negative,-1,1
1296,Laptop,Really impressed with the build quality.,positive,1,5
1297,Laptop,"Outstanding performance, will buy again.",positive,1,5
1298,Tablet,"This product is absolutely amazing, love it!",positive,1,5
1299,Phone,"Works perfectly, exceeded my expectations.",positive,1,4
1300,Watch,"Normal product, average performance.",neutral,0,3
1301,Watch,"Decent product, meets basic expectations.",neutral,0,4
1302,Tablet,"This product is absolutely amazing, love it!",positive,1,5
1303,Phone,"Works perfectly, exceeded my expectations.",positive,1,4
1304,Laptop,Superb quality and great customer service.,positive,1,5
1305,Earbuds,"Terrible product, broke after one week.",negative,-1,1
1306,Earbuds,"Normal product, average performance.",neutral,0,4
1307,Tablet,"Works fine, but nothing extraordinary.",neutral,0,2
1308,Phone,"Best purchase I made this year, very satisfied.",positive,1,5
1309,Phone,"Completely useless, returned immediately.",negative,-1,1
1310,Watch,"Great value for money, highly recommend.",positive,1,5
1311,Laptop,"Very disappointed, does not work as advertised.",negative,-1,1
1312,Phone,"Terrible product, broke after one week.",negative,-1,1
1313,Earbuds,"Excellent quality, very happy with my purchase.",positive,1,5
1314,Laptop,Superb quality and great customer service.,positive,1,4
1315,Laptop,"Terrible product, broke after one week.",negative,-1,1
1316,Tablet,"Works perfectly, exceeded my expectations.",positive,1,5
1317,Phone,"Best purchase I made this year, very satisfied.",positive,1,5
1318,Tablet,Really impressed with the build quality.,positive,1,4
1319,Phone,"Waste of money, poor quality.",negative,-1,2
1320,Watch,"Defective product, customer service unhelpful.",negative,-1,2
1321,Tablet,"Waste of money, poor quality.",negative,-1,1
1322,Tablet,Neither impressed nor disappointed.,neutral,0,3
1323,Earbuds,"Works perfectly, exceeded my expectations.",positive,1,4
1324,Tablet,Product stopped working after a few days.,negative,-1,2
1325,Phone,"Satisfactory product, as described.",neutral,0,2
1326,Earbuds,"Okay for the price, not bad.",neutral,0,3
1327,Tablet,Neither impressed nor disappointed.,neutral,0,4
1328,Tablet,"Works perfectly, exceeded my expectations.",positive,1,4
1329,Watch,"Best purchase I made this year, very satisfied.",positive,1,4
1330,Tablet,"Defective product, customer service unhelpful.",negative,-1,1
1331,Laptop,"Product is okay, nothing special.",neutral,0,2
1332,Earbuds,Really impressed with the build quality.,positive,1,4
1333,Laptop,"Not satisfied at all, very poor performance.",negative,-1,2
1334,Earbuds,"Outstanding performance, will buy again.",positive,1,4
1335,Watch,"Very disappointed, does not work as advertised.",negative,-1,2
1336,Tablet,"Best purchase I made this year, very satisfied.",positive,1,4
1337,Tablet,"Very bad quality, not worth the price.",negative,-1,1
1338,Tablet,"Very disappointed, does not work as advertised.",negative,-1,1
1339,Earbuds,"Works perfectly, exceeded my expectations.",positive,1,4
1340,Tablet,Neither impressed nor disappointed.,neutral,0,3
1341,Laptop,Superb quality and great customer service.,positive,1,5
1342,Tablet,"Product is acceptable, works as expected.",neutral,0,2
1343,Watch,"Fantastic product, delivery was fast too.",positive,1,5
1344,Laptop,"Terrible product, broke after one week.",negative,-1,1
1345,Tablet,"Very disappointed, does not work as advertised.",negative,-1,1
1346,Tablet,"Outstanding performance, will buy again.",positive,1,5
1347,Phone,Product stopped working after a few days.,negative,-1,1
1348,Earbuds,"Product is okay, nothing special.",neutral,0,3
1349,Laptop,"Decent product, meets basic expectations.",neutral,0,2
1350,Phone,"Excellent quality, very happy with my purchase.",positive,1,5
1351,Watch,"Terrible product, broke after one week.",negative,-1,1
1352,Earbuds,"Outstanding performance, will buy again.",positive,1,4
1353,Laptop,"Horrible experience, never buying again.",negative,-1,1
1354,Tablet,"Very bad quality, not worth the price.",negative,-1,1
1355,Laptop,"Great value for money, highly recommend.",positive,1,5
1356,Tablet,"Excellent quality, very happy with my purchase.",positive,1,4
1357,Earbuds,Superb quality and great customer service.,positive,1,5
1358,Tablet,"Decent product, meets basic expectations.",neutral,0,4
1359,Watch,"It is alright, neither good nor bad.",neutral,0,3
1360,Tablet,"Fantastic product, delivery was fast too.",positive,1,5
1361,Watch,"Product is acceptable, works as expected.",neutral,0,2
1362,Earbuds,"Fantastic product, delivery was fast too.",positive,1,5
1363,Earbuds,Product stopped working after a few days.,negative,-1,1
1364,Laptop,"Outstanding performance, will buy again.",positive,1,5
1365,Watch,"Works fine, but nothing extraordinary.",neutral,0,3
1366,Watch,"Works fine, but nothing extraordinary.",neutral,0,2
1367,Phone,"Fantastic product, delivery was fast too.",positive,1,5
1368,Phone,"Not satisfied at all, very poor performance.",negative,-1,2
1369,Phone,"It is alright, neither good nor bad.",neutral,0,3
1370,Tablet,"Fantastic product, delivery was fast too.",positive,1,4
1371,Phone,Product stopped working after a few days.,negative,-1,1
1372,Watch,"Excellent quality, very happy with my purchase.",positive,1,5
1373,Tablet,"Outstanding performance, will buy again.",positive,1,5
1374,Earbuds,"Decent product, meets basic expectations.",neutral,0,2
1375,Laptop,"Excellent quality, very happy with my purchase.",positive,1,5
1376,Phone,"Works perfectly, exceeded my expectations.",positive,1,5
1377,Earbuds,"Outstanding performance, will buy again.",positive,1,5
1378,Watch,"Outstanding performance, will buy again.",positive,1,5
1379,Laptop,"Normal product, average performance.",neutral,0,4
1380,Earbuds,"Terrible product, broke after one week.",negative,-1,1
1381,Laptop,"Worst purchase ever, avoid this product.",negative,-1,1
1382,Phone,"Average quality, does the job.",neutral,0,3
1383,Watch,"Works perfectly, exceeded my expectations.",positive,1,5
1384,Laptop,"Waste of money, poor quality.",negative,-1,1
1385,Earbuds,"Okay for the price, not bad.",neutral,0,2
1386,Phone,Superb quality and great customer service.,positive,1,5
1387,Phone,Product stopped working after a few days.,negative,-1,2
1388,Earbuds,"Worst purchase ever, avoid this product.",negative,-1,1
1389,Earbuds,"This product is absolutely amazing, love it!",positive,1,5
1390,Laptop,"Very bad quality, not worth the price.",negative,-1,1
1391,Tablet,"Outstanding performance, will buy again.",positive,1,4
1392,Phone,"Very bad quality, not worth the price.",negative,-1,1
1393,Laptop,"Very bad quality, not worth the price.",negative,-1,1
1394,Earbuds,"Best purchase I made this year, very satisfied.",positive,1,5
1395,Laptop,"This product is absolutely amazing, love it!",positive,1,5
1396,Earbuds,"Not satisfied at all, very poor performance.",negative,-1,2
1397,Watch,"Satisfactory product, as described.",neutral,0,2
1398,Earbuds,"Works perfectly, exceeded my expectations.",positive,1,5
1399,Earbuds,"Horrible experience, never buying again.",negative,-1,1
1400,Earbuds,"Normal product, average performance.",neutral,0,2
1401,Tablet,"Fantastic product, delivery was fast too.",positive,1,5
1402,Earbuds,"Worst purchase ever, avoid this product.",negative,-1,1
1403,Phone,Really impressed with the build quality.,positive,1,5
1404,Phone,"This product is absolutely amazing, love it!",positive,1,5
1405,Laptop,"Average quality, does the job.",neutral,0,4
1406,Tablet,"Great value for money, highly recommend.",positive,1,4
1407,Laptop,"Decent product, meets basic expectations.",neutral,0,3
1408,Phone,Really impressed with the build quality.,positive,1,4
1409,Phone,"This product is absolutely amazing, love it!",positive,1,5
1410,Watch,"Terrible product, broke after one week.",negative,-1,1
1411,Earbuds,"Decent product, meets basic expectations.",neutral,0,3
1412,Phone,"Works perfectly, exceeded my expectations.",positive,1,5
1413,Laptop,"Best purchase I made this year, very satisfied.",positive,1,5
1414,Laptop,"Fantastic product, delivery was fast too.",positive,1,5
1415,Earbuds,"Waste of money, poor quality.",negative,-1,1
1416,Earbuds,"Defective product, customer service unhelpful.",negative,-1,2
1417,Watch,Product stopped working after a few days.,negative,-1,2
